id,song,stem,condition,domain,ld,ld_loudness_matched,absolute_lufs_difference,absolute_crest_difference_db,centered_envelope_rmse_db,centered_band_rmse_db,max_stage_clipped_fraction
history_000_vocals,Tom McKenzie - Directions,vocals,comp_ratio2,input,0.6408830881118774,0.6000980138778687,4.755574472772167,1.4428954880627245,2.2307505592546284,0.977253258228302,0.0
history_000_vocals,Tom McKenzie - Directions,vocals,comp_ratio2,normalized,0.5491470098495483,0.5673771500587463,0.2762387503131194,1.7909836406265747,1.5043355156970324,0.11652271449565887,0.0
history_000_vocals,Tom McKenzie - Directions,vocals,comp_ratio4,input,0.8771066665649414,0.9140769839286804,6.9634574666135265,1.883408812280564,3.337410321876261,1.5138896703720093,0.0
history_000_vocals,Tom McKenzie - Directions,vocals,comp_ratio4,normalized,0.7754093408584595,0.7879550457000732,0.1622916768331777,1.8745930643429638,2.2760046056443253,0.2089846134185791,0.0
history_000_vocals,Tom McKenzie - Directions,vocals,identity_repeat,input,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_000_vocals,Tom McKenzie - Directions,vocals,identity_repeat,normalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_000_other,Bobby Nobody - Stitch Up,other,identity,input,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_000_other,Bobby Nobody - Stitch Up,other,identity,normalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_000_other,Bobby Nobody - Stitch Up,other,gain_minus6,input,1.1446342468261719,5.551460708375089e-05,6.000000467594628,3.040008280663642e-07,8.443599533984296e-09,4.178791641606949e-06,0.0
history_000_other,Bobby Nobody - Stitch Up,other,gain_minus6,normalized,0.010079894214868546,0.01008566003292799,9.103592724102327e-07,7.088649311981499e-08,2.6628048979629238e-05,1.0923630725301336e-05,0.0
history_000_other,Bobby Nobody - Stitch Up,other,gain_plus6,input,1.6726961135864258,6.395115633495152e-05,5.999999799010741,1.841192798224256e-08,8.573904369206958e-09,3.814697265625e-06,0.0
