condition,n,input_ld_mean,normalized_ld_mean,normalized_ld_median,normalized_ld_ci_low,normalized_ld_ci_high,loudness_matched_normalized_ld,normalized_spectral_shape_rmse_db,normalized_envelope_rmse_db,unclipped_n
comp_ratio2,100,0.7368184922635556,0.9626666221022606,0.7358344793319702,0.8700606979038368,1.0564888017089333,0.928681438267231,0.9527924451231956,2.307697652340887,97
comp_ratio4,100,1.004674986600876,1.161660087108612,1.0698385834693909,1.0703969430625875,1.255620251203632,1.108855732381344,1.203258508592844,3.1613444527992836,96
eq_minus6,100,0.23400459118187428,0.40187541000545024,0.2540837526321411,0.3254872191582795,0.4860078834079395,0.39742552794516084,0.046329308259300886,0.15586576113237394,97
eq_plus6,100,0.34465621173381805,0.3724579492211342,0.23476217687129974,0.30860951044960094,0.4421206474145466,0.3670795586705208,0.06326378446305171,0.2453438448445638,97
gain_minus6,100,1.109095081090927,0.01798537866619881,0.010032116901129484,0.014770194653371345,0.021367311973160035,0.01799409432162065,0.00011494027622802606,0.0002651604235151896,97
gain_plus6,100,1.6515142512321472,0.024716727994382383,0.010121436323970556,0.01622844524284853,0.03708497733281191,0.019938535600667818,0.00014417054138448292,0.0018752422361416152,97
