encoder,id,song,stem,domain,condition,cosine_distance
relativefx,history_015_drums,Speak Softly - Broken Man,drums,input,comp_ratio2,0.16350531578063965
relativefx,history_015_drums,Speak Softly - Broken Man,drums,input,comp_ratio4,0.21370607614517212
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,identity,-2.384185791015625e-07
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,gain_minus6,-2.384185791015625e-07
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,eq_minus6,1.5139579772949219e-05
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,eq_plus6,4.231929779052734e-06
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,comp_ratio2,0.11821043491363525
relativefx,history_015_drums,Speak Softly - Broken Man,drums,normalized,comp_ratio4,0.2053704857826233
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,identity,-2.384185791015625e-07
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,gain_minus6,0.08582264184951782
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,gain_plus6,0.16188126802444458
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,eq_minus6,0.046967506408691406
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,eq_plus6,0.06276464462280273
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,comp_ratio2,0.05957639217376709
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,input,comp_ratio4,0.09284943342208862
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,identity,-1.1920928955078125e-07
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,gain_minus6,-1.1920928955078125e-07
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,gain_plus6,-1.1920928955078125e-07
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,eq_minus6,4.13060188293457e-05
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,eq_plus6,0.00018602609634399414
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,comp_ratio2,0.011896491050720215
relativefx,history_015_vocals,The Doppler Shift - Atrophy,vocals,normalized,comp_ratio4,0.04945272207260132
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,identity,-2.384185791015625e-07
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,gain_minus6,0.11540055274963379
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,gain_plus6,0.19176095724105835
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,eq_minus6,0.15221929550170898
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,eq_plus6,0.13082391023635864
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,comp_ratio2,0.20326411724090576
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,input,comp_ratio4,0.277069091796875
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,identity,-1.1920928955078125e-07
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,gain_minus6,4.76837158203125e-07
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,gain_plus6,2.980232238769531e-07
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,eq_minus6,0.0006902217864990234
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,eq_plus6,6.514787673950195e-05
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,comp_ratio2,0.09679436683654785
relativefx,history_015_other,Lyndsey Ollard - Catching Up,other,normalized,comp_ratio4,0.20023071765899658
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,identity,-1.1920928955078125e-07
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,gain_minus6,0.13713449239730835
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,gain_plus6,0.23607921600341797
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,eq_minus6,0.044242799282073975
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,eq_plus6,0.05904644727706909
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,comp_ratio2,0.06003427505493164
relativefx,history_016_bass,Secretariat - Over The Top,bass,input,comp_ratio4,0.09508228302001953
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,identity,0.0
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,gain_minus6,6.306171417236328e-05
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,gain_plus6,1.0132789611816406e-05
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,eq_minus6,0.00048673152923583984
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,eq_plus6,0.0004749298095703125
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,comp_ratio2,0.2288517951965332
relativefx,history_016_bass,Secretariat - Over The Top,bass,normalized,comp_ratio4,0.2536535859107971
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,identity,-1.1920928955078125e-07
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,gain_minus6,0.09115928411483765
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,gain_plus6,0.17022603750228882
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,eq_minus6,0.1252867579460144
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,eq_plus6,0.10894548892974854
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,comp_ratio2,0.2805233597755432
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,input,comp_ratio4,0.3318222165107727
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,identity,-1.1920928955078125e-07
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,gain_minus6,-2.384185791015625e-07
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,eq_minus6,0.0011581182479858398
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,eq_plus6,0.0004546642303466797
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,comp_ratio2,0.1412321925163269
relativefx,history_016_drums,James Elder & Mark M Thompson - The English Actor,drums,normalized,comp_ratio4,0.27211904525756836
relativefx,history_016_vocals,BKS - Too Much,vocals,input,identity,-2.384185791015625e-07
relativefx,history_016_vocals,BKS - Too Much,vocals,input,gain_minus6,0.13992327451705933
relativefx,history_016_vocals,BKS - Too Much,vocals,input,gain_plus6,0.2254454493522644
relativefx,history_016_vocals,BKS - Too Much,vocals,input,eq_minus6,0.07122856378555298
relativefx,history_016_vocals,BKS - Too Much,vocals,input,eq_plus6,0.11475366353988647
relativefx,history_016_vocals,BKS - Too Much,vocals,input,comp_ratio2,0.11206388473510742
relativefx,history_016_vocals,BKS - Too Much,vocals,input,comp_ratio4,0.18507742881774902
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,identity,-2.384185791015625e-07
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,gain_minus6,-3.5762786865234375e-07
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,eq_minus6,3.49879264831543e-05
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,eq_plus6,0.043346524238586426
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,comp_ratio2,0.057677626609802246
relativefx,history_016_vocals,BKS - Too Much,vocals,normalized,comp_ratio4,0.051538050174713135
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,identity,-2.384185791015625e-07
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,gain_minus6,0.1748766303062439
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,gain_plus6,0.2930448651313782
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,eq_minus6,0.11486071348190308
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,eq_plus6,0.10725140571594238
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,comp_ratio2,0.11697453260421753
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,input,comp_ratio4,0.19427675008773804
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,identity,-1.1920928955078125e-07
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,gain_minus6,0.0
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,gain_plus6,-1.1920928955078125e-07
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,eq_minus6,0.0005668401718139648
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,eq_plus6,2.6524066925048828e-05
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,comp_ratio2,0.0006766319274902344
relativefx,history_016_other,Detsky Sad - Walkie Talkie,other,normalized,comp_ratio4,0.011339843273162842
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,identity,-1.1920928955078125e-07
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,gain_minus6,0.1583651304244995
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,gain_plus6,0.3642973303794861
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,eq_minus6,0.04624581336975098
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,eq_plus6,0.048057615756988525
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,comp_ratio2,0.09751629829406738
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,input,comp_ratio4,0.16628098487854004
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,identity,-2.384185791015625e-07
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,gain_minus6,2.2649765014648438e-06
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,gain_plus6,7.152557373046875e-07
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,eq_minus6,0.00014483928680419922
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,eq_plus6,7.909536361694336e-05
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,comp_ratio2,0.11066722869873047
relativefx,history_017_bass,Hollow Ground - Ill Fate,bass,normalized,comp_ratio4,0.009390532970428467
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,identity,-2.384185791015625e-07
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,gain_minus6,0.11048847436904907
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,gain_plus6,0.18400752544403076
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,eq_minus6,0.13430798053741455
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,eq_plus6,0.10715138912200928
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,comp_ratio2,0.26197606325149536
relativefx,history_017_drums,Secretariat - Over The Top,drums,input,comp_ratio4,0.29581278562545776
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,identity,-2.384185791015625e-07
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,gain_minus6,-3.5762786865234375e-07
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,eq_minus6,2.9206275939941406e-06
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,eq_plus6,3.635883331298828e-06
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,comp_ratio2,0.08674967288970947
relativefx,history_017_drums,Secretariat - Over The Top,drums,normalized,comp_ratio4,0.12378722429275513
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,identity,-2.384185791015625e-07
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,gain_minus6,0.12586867809295654
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,gain_plus6,0.18586361408233643
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,eq_minus6,0.058809101581573486
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,eq_plus6,0.08955109119415283
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,comp_ratio2,0.06624555587768555
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,input,comp_ratio4,0.10724443197250366
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,identity,-1.1920928955078125e-07
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,gain_minus6,0.0
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,gain_plus6,-1.1920928955078125e-07
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,eq_minus6,0.00032025575637817383
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,eq_plus6,3.606081008911133e-05
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,comp_ratio2,0.0028300881385803223
relativefx,history_017_vocals,Louis Cressy Band - Good Time,vocals,normalized,comp_ratio4,0.008064568042755127
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,identity,-2.384185791015625e-07
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,gain_minus6,0.16498059034347534
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,gain_plus6,0.26849502325057983
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,eq_minus6,0.11575031280517578
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,eq_plus6,0.11642956733703613
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,comp_ratio2,0.13358235359191895
relativefx,history_017_other,We Fell From The Sky - Not You,other,input,comp_ratio4,0.22770118713378906
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,identity,-1.1920928955078125e-07
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,gain_minus6,1.1920928955078125e-07
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,gain_plus6,1.1920928955078125e-07
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,eq_minus6,0.0005753040313720703
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,eq_plus6,0.0009002685546875
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,comp_ratio2,0.0022472143173217773
relativefx,history_017_other,We Fell From The Sky - Not You,other,normalized,comp_ratio4,0.0048261284828186035
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,identity,-3.5762786865234375e-07
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,gain_minus6,0.18744522333145142
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,gain_plus6,0.28315848112106323
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,eq_minus6,0.09271550178527832
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,eq_plus6,0.10544049739837646
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,comp_ratio2,0.12193882465362549
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,input,comp_ratio4,0.19160187244415283
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,identity,-3.5762786865234375e-07
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,gain_minus6,3.0994415283203125e-06
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,gain_plus6,5.0067901611328125e-06
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,eq_minus6,0.00011414289474487305
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,eq_plus6,0.0003330707550048828
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,comp_ratio2,0.0296747088432312
relativefx,history_018_bass,The Easton Ellises (Baumi) - SDRNR,bass,normalized,comp_ratio4,0.039533257484436035
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,identity,-2.384185791015625e-07
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,gain_minus6,0.09774231910705566
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,gain_plus6,0.18069398403167725
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,eq_minus6,0.0871436595916748
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,eq_plus6,0.10048681497573853
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,comp_ratio2,0.18751585483551025
relativefx,history_018_drums,Speak Softly - Like Horses,drums,input,comp_ratio4,0.23191839456558228
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,identity,-2.384185791015625e-07
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,gain_minus6,-3.5762786865234375e-07
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,gain_plus6,-3.5762786865234375e-07
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,eq_minus6,1.7642974853515625e-05
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,eq_plus6,2.002716064453125e-05
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,comp_ratio2,0.11451667547225952
relativefx,history_018_drums,Speak Softly - Like Horses,drums,normalized,comp_ratio4,0.13864398002624512
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,identity,-3.5762786865234375e-07
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,gain_minus6,0.14770841598510742
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,gain_plus6,0.22722947597503662
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,eq_minus6,0.07644271850585938
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,eq_plus6,0.1292896270751953
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,comp_ratio2,0.1269439458847046
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,input,comp_ratio4,0.19940567016601562
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,identity,-3.5762786865234375e-07
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,gain_minus6,-2.384185791015625e-07
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,gain_plus6,-3.5762786865234375e-07
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,eq_minus6,9.578466415405273e-05
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,eq_plus6,5.0902366638183594e-05
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,comp_ratio2,0.0089760422706604
relativefx,history_018_vocals,Angels In Amplifiers - I'm Alright,vocals,normalized,comp_ratio4,0.025270700454711914
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,identity,-2.384185791015625e-07
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,gain_minus6,0.10135149955749512
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,gain_plus6,0.19085973501205444
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,eq_minus6,0.08385717868804932
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,eq_plus6,0.07477051019668579
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,comp_ratio2,0.13133877515792847
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,input,comp_ratio4,0.1913139820098877
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,identity,-1.1920928955078125e-07
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,gain_minus6,9.5367431640625e-07
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,gain_plus6,0.0
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,eq_minus6,4.839897155761719e-05
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,eq_plus6,0.06029796600341797
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,comp_ratio2,0.04719126224517822
relativefx,history_018_other,The Sunshine Garcia Band - For I Am The Moon,other,normalized,comp_ratio4,0.10400086641311646
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,identity,-3.5762786865234375e-07
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,gain_minus6,0.15427160263061523
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,gain_plus6,0.37690311670303345
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,eq_minus6,0.047953009605407715
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,eq_plus6,0.055987000465393066
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,comp_ratio2,0.0654250979423523
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,input,comp_ratio4,0.09713441133499146
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,identity,0.0
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,gain_minus6,3.6954879760742188e-06
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,gain_plus6,2.205371856689453e-06
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,eq_minus6,0.0001500844955444336
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,eq_plus6,0.10138964653015137
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,comp_ratio2,0.10013025999069214
relativefx,history_019_bass,Bobby Nobody - Stitch Up,bass,normalized,comp_ratio4,0.09426027536392212
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,identity,-2.384185791015625e-07
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,gain_minus6,0.14051532745361328
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,gain_plus6,0.18793326616287231
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,eq_minus6,0.13269245624542236
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,eq_plus6,0.11254262924194336
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,comp_ratio2,0.18478989601135254
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,input,comp_ratio4,0.2498035430908203
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,identity,-3.5762786865234375e-07
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,gain_minus6,-2.384185791015625e-07
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,eq_minus6,0.00016289949417114258
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,eq_plus6,0.0002066493034362793
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,comp_ratio2,0.03493696451187134
relativefx,history_019_drums,Triviul feat. The Fiend - Widow,drums,normalized,comp_ratio4,0.059542059898376465
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,identity,-3.5762786865234375e-07
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,gain_minus6,0.16282004117965698
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,gain_plus6,0.28449851274490356
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,eq_minus6,0.07145845890045166
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,eq_plus6,0.11035245656967163
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,comp_ratio2,0.11194878816604614
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,input,comp_ratio4,0.17885607481002808
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,identity,-3.5762786865234375e-07
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,gain_minus6,-1.1920928955078125e-07
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,gain_plus6,-2.384185791015625e-07
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,eq_minus6,6.490945816040039e-05
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,eq_plus6,2.2232532501220703e-05
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,comp_ratio2,0.029421329498291016
relativefx,history_019_vocals,The Sunshine Garcia Band - For I Am The Moon,vocals,normalized,comp_ratio4,0.055235981941223145
relativefx,history_019_other,Buitraker - Revo X,other,input,identity,-2.384185791015625e-07
relativefx,history_019_other,Buitraker - Revo X,other,input,gain_minus6,0.07376885414123535
relativefx,history_019_other,Buitraker - Revo X,other,input,gain_plus6,0.1221112608909607
relativefx,history_019_other,Buitraker - Revo X,other,input,eq_minus6,0.09636515378952026
relativefx,history_019_other,Buitraker - Revo X,other,input,eq_plus6,0.08405464887619019
relativefx,history_019_other,Buitraker - Revo X,other,input,comp_ratio2,0.02375739812850952
relativefx,history_019_other,Buitraker - Revo X,other,input,comp_ratio4,0.040450334548950195
relativefx,history_019_other,Buitraker - Revo X,other,normalized,identity,-2.384185791015625e-07
relativefx,history_019_other,Buitraker - Revo X,other,normalized,gain_minus6,-1.1920928955078125e-07
relativefx,history_019_other,Buitraker - Revo X,other,normalized,gain_plus6,-1.1920928955078125e-07
relativefx,history_019_other,Buitraker - Revo X,other,normalized,eq_minus6,5.7637691497802734e-05
relativefx,history_019_other,Buitraker - Revo X,other,normalized,eq_plus6,3.4332275390625e-05
relativefx,history_019_other,Buitraker - Revo X,other,normalized,comp_ratio2,0.03090202808380127
relativefx,history_019_other,Buitraker - Revo X,other,normalized,comp_ratio4,0.0618930459022522
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,identity,-2.384185791015625e-07
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,gain_minus6,0.13443362712860107
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,gain_plus6,0.3391667604446411
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,eq_minus6,0.03834712505340576
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,eq_plus6,0.05283409357070923
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,comp_ratio2,0.08432245254516602
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,input,comp_ratio4,0.14264720678329468
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,identity,-1.1920928955078125e-07
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,gain_minus6,1.9669532775878906e-06
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,gain_plus6,1.7285346984863281e-06
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,eq_minus6,0.0005208849906921387
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,eq_plus6,0.07612037658691406
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,comp_ratio2,0.12468576431274414
relativefx,history_020_bass,Triviul feat. The Fiend - Widow,bass,normalized,comp_ratio4,0.14553529024124146
relativefx,history_020_drums,Side Effects Project - Sing With Me,drums,input,identity,-1.1920928955078125e-07
